,1101 猟,1102 ㄈ猟,1216 参,1301 鹅,1303 玭ㄈ,1326 て,1402 环狥穝,2002 い葵,2105 タ穝,2633 芖蔼臟,2801 裹蝗,2823 い关,2880 地玭,2881 碔ü,2882 瓣,2883 秨祇,2884 ド,2885 じ,2886 伦,2887 穝,2890 ッ伦,2891 い獺,2892 材,5876 坝蝗,5880 畐,2912 参禬,5871 い-KY,9904 腳Θ,6505 鹅て,2303 羛筿,2330 縩筿,2408 玭ㄈ,2454 羛祇,3711 らるщ北,2301 腳,2357 地河,2382 約笷,2395 地,4938 ㎝河,2409 ね笷,3008 ミ,3481 竤承,2412 い地筿,3045 芖,4904 环肚,2308 笷筿,2327 瓣エ,2317 翬,2354 翬非,2474 Θ
2016/4/13,25.63,26.08,50.62,69.55,54.98,70.11,22.58,20.38,57.85,,13.51,18.82,12.3,34.77,31.5,7.01,13.04,9.64,19.18,8.79,7.74,13.04,12.63,,11.35,201.93,49.05,35.8,79.67,11.43,145.1,32.66,200.41,,32.54,240.42,47.26,190.52,61.79,8.14,"2,299.52",10.18,96.03,90.6,62.54,126.39,75.37,82.75,63.46,239.16
2016/4/14,26.77,26.81,50.36,70.16,54.81,72.15,22.49,20.74,58.99,,13.35,18.94,12.3,35.12,31.46,7.07,13.07,9.73,19.31,8.79,7.83,13.04,12.51,,11.35,199.75,48.36,36.37,79.32,11.38,145.1,33.48,205.29,,33.16,238.32,47.17,193.02,60.7,8.15,"2,270.84",10.13,95.6,90.17,61.85,128.18,77.18,81.46,63.81,242.31
2016/4/15,27.21,27.13,51.32,70.67,55.82,72.24,23.07,20.7,59.17,,13.47,19.25,12.3,35.42,31.72,7.09,13.15,9.82,19.35,8.91,7.87,13.12,12.59,,11.35,204.98,48.71,36.02,80.87,11.38,143.31,33.75,207.96,,32.91,239.16,46.67,193.85,61.62,8.17,"2,356.89",10.18,96.47,91.46,62.11,134.46,76.8,81.96,63.81,237.36
2016/4/18,27.54,27.22,51.41,69.98,55.82,72.33,22.58,20.47,59.43,,13.68,19.01,12.26,34.77,31.76,7.06,13.18,9.78,19.35,8.98,7.86,13.16,12.59,,11.39,206.73,48.8,35.85,79.58,11.43,141.96,33.92,208.41,,33.2,240,46.67,193.02,61.03,8.24,"2,332.99",10.09,96.91,91.46,62.8,135.35,76.93,81.66,63.55,226.57
2016/4/19,27.17,26.45,50.71,70.33,55.57,73.26,22.58,20.7,60.04,,13.43,18.86,12.26,34.81,31.24,7.05,13.11,9.64,19.35,9.14,7.86,13.16,12.48,,11.35,208.47,48.62,35.93,80.01,11.2,141.51,34.27,206.63,,33.41,240.42,47.26,188.02,59.11,8.1,"2,275.62",10,95.6,91.46,62.89,131.77,74.98,80.57,61.89,213.09
2016/4/20,26.65,26.22,50.62,69.64,54.31,71.98,21.95,20.38,59.17,,13.35,18.59,12.03,34.47,31.07,7.01,12.89,9.51,19.35,9.02,7.73,13.04,12.4,,11.23,202.8,47.76,35.19,78.72,11.16,138.37,33.35,206.18,,32.99,241.26,45.99,186.77,58.35,8.09,"2,251.72",9.86,95.16,91.03,62.28,131.32,72.51,78.3,60.31,218.48
2016/4/21,27.17,26.86,50.54,69.12,53.89,71.98,22.4,20.84,61.18,,13.47,18.78,12.18,34.25,31.37,7.07,12.93,9.55,19.35,8.98,7.72,13.04,12.51,,11.23,206.73,48.36,34.97,78.37,11.12,141.06,32.88,207.96,,32.83,238.74,46.16,188.85,58.69,8.16,"2,256.50",9.82,96.03,91.03,62.8,134.01,73.03,79.39,61.45,214.89
2016/4/22,26.85,26.54,50.88,69.81,54.73,71.64,22.26,20.84,60.48,,13.63,18.98,12.14,34.64,31.33,7.07,12.82,9.64,19.39,9.1,7.72,13.08,12.44,,11.31,202.8,48.02,35.63,77.94,11.25,140.61,32.27,204.41,,33.24,241.68,45.74,185.52,57.18,8.17,"2,141.76",9.86,96.47,91.03,62.72,134.46,70.57,80.08,61.1,209.94
2016/4/25,26.93,26.54,51.14,70.59,54.31,71.56,22.49,20.97,60.31,,13.68,19.09,12.22,34.6,31.46,7.11,13.04,9.64,19.35,9.25,7.75,13.2,12.51,,11.35,204.55,48.19,36.28,78.98,11.25,141.51,33.05,202.63,,33.08,241.68,45.99,189.27,57.43,8.04,"2,074.83",9.68,97.34,91.03,63.5,135.35,72.51,79.39,61.1,211.29
2016/4/26,26.73,26.77,50.97,69.64,54.14,71.3,22.31,21.2,60.39,,13.63,19.05,12.22,34.99,31.76,7.14,13.11,9.78,19.35,9.33,7.75,13.24,12.55,,11.35,202.8,47.76,36.02,78.72,11.25,141.96,32.66,210.18,,32.91,242.1,46.33,187.18,58.52,7.86,"2,151.32",9.45,96.03,91.46,63.24,136.25,71.09,79.29,60.75,212.64
2016/4/27,26.77,26.54,51.32,70.41,54.73,71.73,21.99,21.43,60.31,,13.63,18.98,12.14,34.34,31.72,7.14,13.18,9.82,19.48,9.37,7.78,13.16,12.55,,11.27,202.8,48.28,35.98,79.58,11.12,140.61,32.62,215.07,,31.88,241.68,46.83,190.94,58.77,7.9,"2,141.76",9.36,96.03,91.46,63.75,136.7,69.92,78.59,60.66,209.94
2016/4/28,26.97,26.36,51.41,70.24,53.89,71.64,21.5,21.15,59.6,,13.63,18.82,11.99,33.77,31.41,6.97,12.96,9.55,19.44,9.06,7.63,13.16,12.4,,11.19,198.01,47.68,36.55,80.78,10.63,137.47,33.4,209.74,,32.5,240.42,45.57,188.43,57.01,7.87,"2,141.76",9.13,95.16,91.03,63.15,134.01,69.92,77.7,59.61,208.59
2016/4/29,26.69,26.08,50.62,69.21,53.21,70.2,21.64,20.65,58.82,,13.59,18.86,12.1,34.12,31.41,6.91,13.04,9.55,19.27,9.33,7.62,13.12,12.51,,11.27,199.31,46.64,35.76,78.89,10.63,134.77,32.7,204.41,,32.5,238.32,43.88,190.1,57.26,7.76,"2,170.44",9.09,95.16,91.46,62.98,134.46,68.23,76.22,58.38,204.1
2016/5/3,26.48,25.99,50.27,68.09,52.79,68.83,21.55,20.43,57.76,,13.39,18.78,12.22,33.86,31.41,6.81,12.89,9.55,19.44,9.18,7.59,13.2,12.87,,11.19,195.39,45.96,35.14,78.55,10.32,132.53,32.44,187.52,,31.01,230.34,44.3,191.35,56.17,7.44,"2,194.35",8.91,96.47,92.32,64.01,130.87,68.36,74.74,58.56,197.8
2016/5/4,25.15,24.91,49.23,66.88,51.02,67.73,20.7,19.19,57.15,,13.35,18.47,12.14,33.03,31.11,6.72,12.85,9.24,19.39,9.14,7.47,13.12,12.83,,11.23,194.95,45.35,34.04,76.22,10.14,132.08,32.31,179.08,,31.75,227.39,43.21,186.35,56,7.2,"2,180.01",8.64,96.47,92.32,64.71,126.39,67.2,74.84,58.56,192.41
2016/5/5,24.98,24.63,49.49,66.54,50.94,67.55,21.05,18.97,56.8,,13.19,18.24,12.03,32.86,31.11,6.64,12.6,9.19,19.18,9.02,7.37,13.08,12.75,,11.07,197.13,44.58,34.44,75.97,10.01,132.53,32.53,180.41,,31.05,226.97,42.87,183.85,56.84,7.15,"2,203.91",8.71,95.6,91.46,64.01,127.29,67.46,74.54,56.54,181.62
2016/5/6,24.9,24.68,49.84,67.05,50.69,68.49,20.78,19.06,55.75,,13.07,18.09,11.95,32.16,30.94,6.55,12.27,9.1,19.18,9.14,7.35,12.96,12.67,,10.91,197.13,43.46,33.91,77.43,10.01,132.97,32.88,170.63,,30.43,221.93,43.04,183.01,54.91,7.12,"2,232.59",8.62,96.03,91.89,63.41,125.94,67.71,72.96,55.05,192.41
2016/5/9,24.33,24.32,49.14,66.88,51.78,68.41,20.7,18.97,56.54,,12.87,18.05,11.95,32.08,30.76,6.52,12.31,9.15,19.27,9.02,7.29,12.88,12.59,,10.95,195.83,43.29,34,77.94,9.96,132.53,33.05,174.19,,31.05,222.35,42.7,183.01,55.75,7.27,"2,390.36",8.68,96.47,92.74,63.93,126.39,69.14,71.77,56.36,191.51
2016/5/10,24.5,24.09,49.23,66.45,52.12,68.41,20.92,18.6,56.27,,12.99,18.12,11.95,32.08,30.59,6.61,12.42,9.15,19.39,9.18,7.31,13,12.63,,10.87,195.39,43.63,34,76.05,9.96,132.08,32.96,181.3,,31.67,221.09,43.37,182.6,54.58,7.2,"2,419.04",8.75,96.91,94.89,64.53,126.39,69.66,73.95,56.89,194.21
2016/5/11,24.05,23.23,49.84,66.36,51.95,70.96,20.65,18.6,55.75,,12.91,18.01,11.95,31.86,30.46,6.5,12.2,9.15,19.23,9.06,7.27,12.84,12.55,,10.83,197.13,43.37,35.01,74.42,9.96,132.08,32.57,177.74,,31.34,218.57,44.98,182.6,54.75,7.08,"2,572.02",8.63,96.47,95.32,64.79,126.39,69.27,73.16,57.5,188.81
2016/5/12,24.09,23.59,50.8,66.45,51.7,70.79,20.56,18.69,56.8,,12.95,17.97,12.03,31.47,30.33,6.5,12.24,9.15,19.27,9.06,7.29,12.88,12.59,,10.91,204.11,43.55,35.14,76.22,10.1,131.18,32.96,177.74,,30.97,228.65,45.91,181.76,52.48,7.22,"2,524.22",8.68,97.34,95.32,64.88,125.05,69.53,72.46,56.63,194.21
2016/5/13,23.52,23.18,52.88,65.93,50.1,69.68,20.25,18.28,58.64,,12.83,18.05,12.22,31.03,29.98,6.38,12.24,9.1,19.48,8.83,7.27,12.92,12.59,,10.83,205.42,43.2,35.27,73.39,10.01,129.38,34.61,177.74,,31.88,221.09,45.91,185.1,50.64,7.08,"2,519.44",8.39,97.78,94.89,65.05,125.94,69.14,73.55,57.5,189.26
2016/5/16,23.2,22.46,52.54,66.54,50.27,68.92,19.98,18.1,57.41,,12.79,17.89,12.03,31.29,29.98,6.36,12.38,9.15,19.35,8.83,7.23,13.04,12.63,,10.71,209.78,42.86,36.55,73.56,10.14,129.83,34.7,179.08,,32.29,217.31,46.16,188.43,52.65,7.08,"2,457.29",8.35,96.47,94.89,64.97,125.49,69.4,73.16,58.82,193.31
2016/5/17,23.52,22.41,52.36,66.45,50.01,70.37,19.89,18.24,58.55,,12.87,18.09,12.1,31.6,30.2,6.5,12.75,9.15,19.35,8.91,7.31,13.2,12.67,,10.83,210.22,43.12,36.33,75.71,10.23,132.08,34.18,179.97,,32.95,214.36,46.75,190.94,52.31,7.06,"2,505.09",8.34,96.47,95.75,64.88,125.94,69.4,73.45,60.83,198.25
2016/5/18,23.12,22,52.28,66.97,49.93,71.56,19.84,18.19,60.13,,13.15,17.81,12.26,31.81,30.16,6.43,12.71,9.1,19.52,8.87,7.27,13.16,12.79,,10.95,209.35,42.73,36.81,76.74,10.23,132.08,33.57,180.85,,33.74,217.73,47.17,190.94,51.31,6.97,"2,505.09",8.25,96.91,96.18,65.66,125.49,68.49,73.55,62.41,200.05
2016/5/19,22.47,21.68,51.67,65.42,50.01,67.98,19.8,17.87,57.85,,13.03,17.85,12.18,31.55,30.46,6.4,12.56,9.15,19.27,8.95,7.24,13.04,12.67,,10.75,210.22,42.17,36.72,75.97,10.19,132.08,33.22,177.74,,33.78,213.94,46.5,190.1,51.31,6.94,"2,485.97",8.24,95.6,94.89,65.14,123.7,68.1,73.35,62.06,197.8
2016/5/20,22.96,21.59,52.19,65.76,49.85,68.83,20.11,18.05,58.73,,12.91,17.97,12.1,31.68,30.42,6.48,12.6,9.1,19.35,8.98,7.35,13.08,12.67,,10.75,207.6,42.86,36.86,74.68,10.23,133.42,33.92,179.52,,33.86,212.68,46.16,187.6,50.64,7.06,"2,529",8.36,96.03,95.32,64.79,123.7,67.97,73.16,61.97,207.69
2016/5/23,23.36,22.18,52.8,66.36,51.19,68.66,20.65,18.51,58.82,,13.15,18.4,12.26,32.9,31.8,6.65,12.82,9.42,19.73,9.18,7.46,13.2,12.71,,10.95,210.22,43.72,37.16,77.26,10.45,138.37,34.44,186.63,,33.74,225.71,47.51,194.69,55.67,7.48,"2,591.15",8.86,96.03,94.89,65.66,126.84,69.53,76.52,63.03,227.92
2016/5/24,23.44,21.73,52.19,67.48,50.77,69.43,20.38,18.1,60.66,,13.07,18.28,12.3,32.16,31.54,6.65,12.6,9.28,19.56,9.14,7.41,13.2,12.75,,10.87,210.22,43.63,37.25,76.91,10.45,135.67,34.22,185.74,,35.06,222.77,48.18,193.02,54.75,7.34,"2,557.68",8.59,96.47,95.32,65.31,126.39,72.13,75.53,63.46,223.88
2016/5/25,23.73,21.91,52.88,68.09,51.45,69.26,20.65,18.37,60.57,,13.23,18.43,12.37,32.77,32.23,6.7,12.96,9.46,19.73,9.18,7.46,13.32,12.79,,10.95,211.96,43.29,37.08,77.86,10.63,138.81,33.66,187.52,,34.98,224.45,48.02,197.19,56.67,7.39,"2,610.27",8.68,96.47,95.75,64.71,127.29,71.61,77.51,63.9,216.68
2016/5/26,23.77,21.64,52.28,67.31,51.11,68.49,20.61,18.6,58.64,,13.23,18.47,12.41,32.51,32.06,6.68,12.85,9.42,19.82,9.1,7.5,13.32,12.79,,10.99,208.91,43.03,37.08,76.48,10.72,139.26,33.75,190.19,,35.14,227.81,48.35,197.61,55.58,7.4,"2,567.24",8.73,96.03,94.46,64.1,128.63,72.26,77.21,63.73,217.13
2016/5/27,23.89,22.18,52.36,67.57,51.19,69.43,20.7,18.6,59.6,,13.31,19.29,12.64,32.86,32.58,6.78,12.93,9.6,19.82,9.25,7.61,13.6,12.91,,11.07,209.78,43.12,37.65,77.34,10.76,140.61,34.53,188.85,,34.73,229.07,48.27,200.52,55.84,7.44,"2,567.24",8.89,96.47,95.32,64.62,128.18,72.13,77.51,64.08,221.18
2016/5/30,24.05,22.32,53.58,68.17,52.12,69.51,20.96,18.6,59.69,,13.35,19.44,12.68,33.47,32.97,6.87,13.18,9.69,19.94,9.33,7.61,13.72,13.03,,11.15,215.02,43.46,38.48,77.51,10.81,141.06,35.26,192.41,,34.77,237.9,48.86,201.77,56.67,7.36,"2,634.17",8.75,96.03,95.75,64.88,132.66,72,78.59,64.34,222.53
2016/5/31,24.37,22.55,54.01,68.09,52.37,70.03,20.61,18.46,58.73,,13.35,19.29,12.57,33.47,32.67,6.9,13.29,9.87,20.11,9.41,7.63,13.68,13.07,,11.31,215.89,42.94,38.44,76.57,10.81,140.61,34.44,195.52,,34.73,235.38,48.94,200.94,56.93,7.48,"2,600.71",8.79,96.03,95.75,64.97,134.46,71.22,79.19,65.3,222.98
2016/6/1,24.25,22.64,54.54,68.09,52.2,69.77,20.92,19.1,59.34,,13.39,19.6,12.72,33.9,32.93,6.93,13.22,9.82,20.32,9.44,7.62,13.76,13.19,,11.27,219.38,43.03,38.26,75.62,10.85,142.86,34.31,197.3,,35.18,234.54,48.94,203.44,57.85,7.69,"2,705.88",9.07,96.47,94.89,65.23,135.8,72.9,79.68,65.3,225.67
2016/6/2,24.33,22.59,55.15,68,51.95,70.11,20.74,18.83,59.69,,13.39,19.87,12.68,33.73,32.93,6.88,13.25,9.64,20.45,9.41,7.65,13.68,13.15,,11.23,216.76,43.03,37.47,75.88,10.85,142.86,34.61,191.08,,35.43,233.7,48.94,202.61,56.67,7.59,"2,705.88",8.86,96.91,94.89,64.62,132.66,72.51,78.4,64.69,220.28
2016/6/3,24.9,23.41,54.62,68.09,52.54,69.85,21.05,19.06,59.25,,13.43,19.94,12.76,33.77,32.88,7.02,13.44,9.51,20.4,9.44,7.65,13.68,13.19,,11.31,216.76,43.29,37.78,75.11,10.98,144.21,33.88,194.63,,35.23,237.48,48.94,204.28,57.43,7.55,"2,729.79",8.82,97.78,96.18,65.05,135.8,70.31,79.09,65.3,223.43
2016/6/4,24.82,23.18,54.19,67.92,52.62,69.85,21.01,19.06,58.99,,13.35,19.6,12.72,33.47,32.67,6.98,13.33,9.55,20.36,9.41,7.65,13.64,13.15,,11.23,217.63,43.55,37.65,76.4,10.94,143.76,33.96,199.96,,34.52,237.06,48.61,202.61,57.51,7.58,"2,768.03",8.8,97.78,95.75,65.05,135.35,71.09,79.29,65.22,222.53
2016/6/6,24.29,22.5,55.58,67.66,51.95,69.94,20.7,19.15,57.68,,13.43,19.56,12.8,33.9,32.58,7,13.29,9.55,20.36,9.44,7.65,13.68,13.15,,11.23,216.32,43.12,37.29,76.74,10.98,144.65,33.66,203.96,,34.77,235.38,48.52,204.28,58.02,7.67,"2,763.25",8.87,97.78,96.18,65.74,135.8,71.09,79.29,65.22,218.03
2016/6/7,25.39,23.36,56.54,68.86,52.88,71.98,20.87,19.38,58.64,,13.51,19.75,12.99,34.03,32.88,7.02,13.36,9.6,20.61,9.52,7.68,13.68,13.35,,11.39,213.71,43.2,37.65,77.6,11.03,145.55,34.31,207.07,,36.88,238.32,48.94,210.95,59.19,7.71,"2,887.55",8.87,98.22,97.04,66.44,137.15,71.61,80.18,65.74,222.08
2016/6/8,25.63,23.59,54.8,70.07,52.54,71.22,20.61,19.6,59.52,,13.59,19.83,13.11,33.86,32.67,7.07,13.66,9.64,20.83,9.56,7.74,13.76,13.47,,11.39,214.58,43.37,37.78,76.14,10.98,148.7,34.22,204.41,,35.93,241.68,48.94,212.2,60.11,7.68,"2,868.43",8.81,98.65,97.9,66.7,136.7,71.35,80.37,65.83,222.08
2016/6/13,25.55,22.82,53.75,68.09,50.52,69,20.29,18.92,59.17,,13.31,19.21,12.76,33.42,32.58,6.9,13.47,9.24,20.49,9.33,7.57,13.08,13.23,,11.23,208.91,43.03,38.04,74.93,10.81,145.55,31.14,195.52,,35.72,234.54,48.94,208.03,57.26,7.47,"2,796.72",8.52,97.78,97.47,64.79,134.46,70.44,77.7,64.69,222.08
2016/6/14,25.39,23.14,54.62,67.74,50.6,69,20.56,19.01,59.08,,13.47,19.6,12.84,34.34,32.8,6.94,13.69,9.24,20.57,9.48,7.61,13.2,13.31,,11.31,211.09,43.03,38.31,74.16,10.72,145.55,31.14,199.96,,35.76,241.26,48.94,205.53,57.93,7.63,"2,882.77",8.59,97.78,98.33,65.74,136.25,71.22,78.99,66.09,226.12
2016/6/15,26.12,23.18,55.93,67.83,50.77,70.2,20.56,18.97,58.82,,13.47,19.63,12.88,34.6,32.93,6.94,13.69,9.28,20.57,9.44,7.61,13.2,13.31,,11.31,209.78,42.9,38,75.02,10.85,146.45,31.45,204.85,,36.22,237.9,48.94,206.78,57.51,7.65,"2,930.58",8.48,98.22,99.19,65.14,134.91,70.96,79.29,66.71,222.53
2016/6/16,24.86,22.82,55.67,66.36,49.85,68.49,20.43,18.69,58.9,,13.15,19.21,12.68,33.81,31.89,6.79,13.51,9.19,19.98,9.33,7.52,13.12,13.19,,11.15,209.35,42.38,37.08,74.07,10.63,144.21,31.23,200.85,,35.93,235.38,49.37,202.61,57.26,7.53,"2,825.40",8.42,97.78,97.47,64.27,133.56,69.92,77.9,65.66,213.54
2016/6/17,25.88,24,55.75,66.11,50.27,68.32,20.29,18.88,58.73,,13.43,19.6,12.88,34.12,32.32,6.94,13.76,9.24,20.32,9.44,7.57,13.2,13.31,,11.31,213.71,42.81,37.47,73.82,10.76,146.45,32.1,201.74,,36.38,236.64,49.7,205.11,57.01,7.58,"2,834.96",8.44,98.22,98.33,64.62,136.25,70.31,78.4,64.43,214.89
2016/6/20,26.12,25.49,55.84,66.79,50.86,69.09,20.7,19.06,59.17,,13.55,19.63,12.92,34.47,32.58,6.96,13.91,9.33,20.53,9.44,7.64,13.28,13.31,,11.31,210.65,43.29,37.6,74.59,11.03,146.45,32.75,202.18,,36.38,236.64,49.87,206.78,57.85,7.76,"2,854.09",8.66,98.65,98.76,65.14,136.25,70.57,79.58,65.04,219.38
2016/6/21,26.36,25.36,56.45,67.4,51.11,69.09,20.65,19.19,59.52,,13.59,19.6,13.11,34.55,32.84,6.99,13.87,9.33,20.66,9.52,7.66,13.32,13.47,,11.35,211.96,43.55,37.82,76.22,10.85,148.7,33.44,203.96,,38.2,236.64,49.87,208.86,58.69,7.69,"2,901.89",8.68,98.65,97.9,65.14,136.25,71.51,79.78,64.69,219.38
2016/6/22,26.56,25.81,55.93,67.57,51.19,69.77,21.01,19.15,60.57,,13.59,19.71,12.99,34.77,32.84,7.01,13.91,9.37,20.61,9.56,7.69,13.28,13.47,,11.35,220.25,44.15,37.51,76.83,11.03,149.15,33.14,203.52,,37.62,238.74,50.13,202.61,58.27,7.78,"2,916.24",8.73,99.09,97.9,65.74,138.49,71.51,80.57,65.74,222.53
2016/6/23,25.92,25.4,55.58,66.45,50.86,69.68,21.05,19.15,59.6,,13.51,19.56,13.03,34.6,32.62,6.95,13.84,9.33,20.45,9.52,7.66,13.28,13.43,,11.31,219.81,44.23,37.51,76.05,11.12,147.35,33.01,202.63,,37.21,233.7,50.8,202.61,57.68,7.77,"2,944.92",8.7,98.65,97.9,65.31,138.94,71.51,81.96,66.09,222.53
2016/6/24,25.55,24.86,54.19,65.24,50.52,67.73,20.78,18.69,58.64,,13.23,18.74,12.72,33.21,31.54,6.84,13.84,9.15,20.03,9.29,7.46,13.08,13.11,,11.07,214.58,43.12,36.28,74.5,10.63,142.86,33.18,198.63,,36.55,231.18,49.96,196.77,55.75,7.72,"2,772.81",8.52,98.22,96.61,64.71,136.7,70.43,80.57,63.99,214.89
2016/6/27,25.55,25.4,55.06,65.67,50.6,68.07,20.74,18.65,57.94,,13.23,18.82,12.72,33.66,31.68,6.81,13.58,9.15,19.73,9.33,7.48,13.16,13.19,,11.11,213.71,43.98,36.55,75.36,11.03,145.19,33.31,201.3,,36.76,222.77,49.87,195.94,56.17,7.87,"2,686.76",8.64,97.78,97.04,64.53,138.49,70.43,81.07,63.81,210.84
2016/6/28,25.83,25,53.93,65.5,50.52,69,20.78,18.6,57.68,,13.23,19.36,12.72,33.76,31.45,6.81,13.51,9.19,20.24,9.33,7.48,13.36,13.19,,11.11,218.07,44.58,36.24,74.93,10.89,146.59,33.4,203.52,,36.47,225.71,50.04,199.69,56.34,8,"2,782.38",8.73,98.22,97.04,65.31,138.04,70.16,81.56,63.9,211.74
2016/6/29,25.55,25.27,55.15,66.28,51.36,68.92,21.14,19.06,57.68,,13.31,19.13,12.84,34.17,31.54,6.9,13.66,9.28,20.4,9.44,7.53,13.44,13.35,,11.23,218.07,44.75,37.25,75.28,11.12,148.46,33.92,211.07,,36.55,225.29,50.72,198.86,56.84,8.46,"2,791.94",9.54,99.53,98.76,66,140.28,72.05,81.56,64.34,215.33
2016/6/30,26,25.31,55.23,67.05,51.36,69,21.5,19.06,59.25,,13.51,19.29,12.92,34.54,32.09,6.94,13.84,9.33,20.45,9.48,7.58,13.48,13.39,,11.23,218.94,44.84,37.82,75.28,11.16,151.73,34.18,216.85,,36.47,223.19,51.48,209.12,56.84,9.04,"2,815.84",9.82,101.71,101.55,67.39,139.84,71.92,81.56,66.09,213.54
2016/7/1,26.48,25.86,56.45,67.92,51.45,70.03,21.9,18.83,59.6,,13.47,19.44,12.99,34.49,32.14,6.97,13.84,9.33,20.45,9.52,7.68,13.52,13.39,,11.35,222.43,44.84,38.31,77.43,11.12,155,33.61,217.74,,37.5,225.71,52.4,207.41,58.85,9.08,"2,834.96",9.77,103.02,101.55,69.38,141.18,71.11,81.76,65.74,214.89
2016/7/4,27.29,25.81,56.1,67.92,51.78,70.03,21.77,19.1,58.82,,13.47,19.44,12.99,34.26,32.23,6.94,13.95,9.37,20.53,9.48,7.7,13.56,13.39,,11.35,223.74,45.01,38.66,77.61,11.2,155,33.79,227.07,,38.7,226.97,52.49,210.83,60.11,9.24,"2,854.09",9.95,103.89,100.2,69.38,143.42,71.65,82.35,65.74,214.89
2016/7/5,27.54,25.86,56.02,67.92,51.78,69.94,21.68,19.01,58.55,,13.47,19.21,12.95,33.94,32.09,6.91,13.91,9.82,20.45,9.52,7.73,13.6,13.43,,11.35,218.94,45.35,38.66,76.44,11.16,153.13,33.79,217.74,,38.2,226.97,51.9,211.69,58.6,9.28,"2,820.62",10,103.02,99.75,69.2,142.53,72.18,82.05,65.04,208.14
2016/7/6,26.85,24.91,55.32,66.79,50.6,69.23,21.23,18.69,56.98,,13.23,18.98,12.84,33.11,31.27,6.79,13.55,9.64,20.03,9.37,7.57,13.56,13.31,,11.23,218.94,44.75,37.38,76.17,10.94,150.79,33.22,210.63,,37.38,223.19,50.21,206.55,56.59,9.08,"2,734.57",9.72,102.58,99.75,68.94,141.63,70.84,80.57,63.99,198.7
2016/7/7,27.66,25.18,55.32,67.31,51.28,69.23,21.19,18.83,57.33,,13.15,18.86,12.84,33.07,31.27,6.77,13.4,9.64,20.03,9.37,7.62,13.52,13.27,,11.23,219.38,45.09,37.97,77.88,10.98,153.6,33.22,211.52,,38.7,224.45,51.98,208.26,57.26,9.29,"2,748.91",9.91,103.02,101.55,69.2,147.18,71.65,81.16,64.34,197.35
2016/7/11,28.47,25.36,56.62,68.43,51.45,70.47,21.68,19.1,58.38,,13.35,19.32,13.07,33.48,31.31,6.84,13.69,9.78,20.24,9.6,7.7,13.8,13.47,,11.39,222.43,45.44,39.07,77.7,11.47,158.73,33.75,219.51,,40.19,227.81,52.99,214.68,57.68,9.46,"2,858.87",9.81,106.95,102.91,70.68,149.96,71.24,81.56,64.95,197.8
2016/7/12,28.23,25.22,57.06,69.47,52.46,73.14,21.77,19.1,58.38,,13.39,19.6,13.11,34.08,31.54,6.87,13.8,9.78,20.24,9.6,7.75,14.04,13.47,,11.47,224.17,45.7,39.71,79.23,11.53,159.66,33.88,220.4,,41.18,231.18,52.57,214.25,59.78,9.29,"3,040.53",9.77,107.82,102.01,69.81,149.5,71.51,82.35,66.18,203.65
2016/7/13,28.39,26.04,58.45,70.37,52.62,73.14,22.17,19.65,58.99,,13.43,20.29,13.19,34.76,32.18,6.89,13.91,9.78,20.61,9.75,7.85,14.12,13.58,,11.51,224.17,45.87,39.84,79.23,11.58,157.33,34.53,219.51,,41.22,235.38,55.19,211.26,61.29,9.63,"3,035.75",9.81,106.07,102.91,69.27,150.42,71.92,82.55,67.06,206.34
2016/7/14,28.43,26.04,57.41,70.28,53.05,73.14,22.36,20.7,58.64,,13.51,20.72,13.3,34.95,32.69,6.93,13.87,9.82,20.7,9.79,7.89,14.12,13.58,,11.58,224.17,47.07,39.61,78.6,11.58,157.8,34.7,218.63,,40.6,237.06,53.84,214.68,60.78,9.5,"2,983.17",9.91,104.77,100.65,68.82,152.74,71.78,82.55,67.06,206.34
2016/7/15,28.59,26.04,57.41,70.73,53.89,73.32,22.59,20.7,59.08,,13.63,20.84,13.42,35.77,33.47,6.99,13.98,10.2,20.95,9.83,8.09,14.32,13.7,,11.7,224.61,47.33,39.93,79.05,11.44,158.26,34.92,222.81,,40.44,238.32,54.34,217.67,62.38,9.59,"3,279.57",9.91,107.38,101.55,69.18,155.98,72.18,83.54,67.93,215.78
2016/7/18,28.8,26.04,58.19,71.45,54.48,73.77,22.83,20.7,59.6,,13.72,21.14,13.46,36.19,33.88,7.06,14.17,10.34,20.95,9.86,8.13,14.48,13.82,,11.82,231.59,47.5,40.62,79.05,11.58,158.26,34.61,223.28,,40.89,239.58,56.12,212.11,63.21,10.01,"3,351.28",10.09,108.26,102.91,69.18,157.37,71.78,85.02,68.72,219.38
2016/7/19,28.88,26.22,58.1,71.99,55.45,74.12,23.25,20.7,59.87,,13.72,21.3,13.53,36.92,34.2,7.09,14.2,10.39,20.99,9.9,8.21,14.6,13.86,,11.86,231.59,47.59,40.8,79.59,11.53,159.2,34.83,223.28,,40.44,239.16,56.29,216.39,62.88,10.44,"3,298.69",10.65,107.82,102.46,68.45,157.83,72.05,85.22,68.64,218.03
2016/7/20,28.63,26.22,58.02,72.08,55.1,74.21,23.2,20.38,60.48,,13.72,20.99,13.5,36.69,33.79,7.06,14.13,10.3,20.99,9.86,8.13,14.52,13.86,,11.82,218.07,47.33,40.43,81.48,11.44,158.73,34.61,221.42,,39.69,237.9,56.03,218.96,63.97,10.44,"3,250.89",10.42,107.38,102.01,67.91,157.83,71.51,85.02,67.93,214.89
